sqft_living,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated
4310,32093,0,4,5,2510,1800,1982,0
1070,1155,0,0,3,720,350,2005,0
2790,43091,0,0,4,2790,0,1989,0
2860,4442,0,0,3,2860,0,2000,0
2250,8800,0,0,4,1250,1000,1925,1968
3170,3000,0,2,5,1990,1180,1900,0
1460,7200,0,0,3,1260,200,1906,2014
1540,3399,0,0,3,1200,340,1926,2003
2910,6600,0,0,4,1920,990,1900,1988
1180,13927,0,0,5,1180,0,1962,0
1640,7437,0,0,3,1090,550,1948,1994
1520,19672,0,0,3,1020,500,1920,1979
3610,9775,0,0,3,3610,0,2003,0
1400,3814,0,0,3,1400,0,2012,1912
3200,3250,0,0,3,2670,530,2007,0
1384,1287,0,0,3,1144,240,2006,0
1410,1287,0,0,3,1290,120,2005,0
2050,5276,0,0,3,2050,0,2006,0
1750,4779,0,0,3,1750,0,2009,0
1510,6710,0,0,3,1070,440,1972,2002
1930,7214,0,0,3,1930,0,2005,0
2960,41656,0,0,3,2960,0,1985,0
2920,11880,0,0,5,1660,1260,1968,0
1980,5000,0,0,4,1090,890,1923,0
1430,8865,0,0,3,1430,0,1950,2005
2450,4187,0,2,3,2450,0,2010,0
2360,4924,0,0,3,2360,0,2008,0
1890,4838,0,0,3,1730,160,2002,0
2140,9484,0,0,3,1290,850,1953,0
1900,8100,0,0,4,950,950,1940,2001
2700,9122,0,0,3,2700,0,1990,2009
2430,8000,0,0,4,1370,1060,1957,2001
1110,12150,0,0,4,1110,0,1957,2001
2280,15347,0,0,5,2280,0,1960,0
1550,4708,0,0,4,860,690,1949,1985
1530,8925,0,0,3,1530,0,1977,2004
2440,28405,0,0,3,2440,0,2002,0
1760,9602,0,0,3,1760,0,1987,2000
3040,5000,0,3,4,2080,960,1926,1993
1070,8100,0,0,4,1070,0,1957,2001
1990,5560,0,0,4,1100,890,1939,1989
1090,4000,0,0,3,970,120,1951,1994
1890,6938,0,0,3,1890,0,1919,2001
1000,9150,0,0,3,1000,0,1969,2010
1770,8235,0,0,3,1030,740,1960,2012
2360,6250,0,2,3,1460,900,1960,2012
3380,108900,0,0,3,2700,680,1999,0
1700,3150,0,0,3,1700,0,2005,0
1600,4000,0,0,5,850,750,1918,0
2050,6360,0,0,3,2050,0,1988,2000
1210,1040,0,0,3,1210,0,2014,0
1940,6355,0,0,3,1200,740,2007,0
1810,8750,0,0,2,1110,700,1967,0
1690,4080,0,0,4,870,820,1984,0
1800,2970,0,0,4,1000,800,1923,0
3280,6603,0,0,3,3280,0,2007,0
4290,175421,0,0,3,4290,0,2004,2003
1150,9600,0,0,3,1150,0,1979,2014
880,1805,0,0,3,880,0,1999,0
1720,8100,0,0,3,1720,0,1907,1983
1510,8000,0,0,4,1510,0,1956,0
1240,3000,0,0,3,1040,200,1908,1988
1580,9581,0,0,3,1580,0,1953,0
2170,7737,0,0,3,2170,0,1987,2000
2500,4950,0,0,3,2500,0,2010,0
960,2640,0,0,3,760,200,1908,1988
3030,8507,0,0,3,3030,0,2003,0
1540,10800,0,0,5,770,770,1947,0
1890,32340,0,3,3,1890,0,1976,0
2810,9800,0,0,4,1710,1100,1973,0
3530,8400,0,0,5,2630,900,1958,0
1100,8536,0,0,4,1100,0,1957,2001
1940,9775,0,2,3,1440,500,1975,0
2300,9521,0,0,3,2300,0,2003,0
2110,3600,0,0,3,2110,0,2005,0
1220,10580,0,0,3,1220,0,1965,1993
1750,12325,0,0,4,1470,280,1968,0
1230,8056,0,0,4,1230,0,1949,1985
3100,23790,0,0,3,3100,0,2002,0
1830,65340,0,0,3,1520,310,1991,0
2640,7096,0,0,3,2640,0,2003,0
1840,2774,0,0,3,1060,780,1900,2005
3190,14565,0,0,3,3190,0,1990,2009
1120,2000,0,0,3,1120,0,1910,2006
1760,6723,0,0,3,1160,600,1958,2004
1590,9912,0,0,3,1590,0,2000,0
2120,9603,0,0,3,2120,0,1985,0
2240,9826,0,0,4,1370,870,1988,0
890,2100,0,0,4,760,130,1919,1985
2940,5432,0,3,4,2440,500,1978,2000
1220,7300,0,0,3,1220,0,1973,2013
2670,7500,0,0,4,1640,1030,1966,0
1120,2300,0,0,4,820,300,1912,1989
3130,139392,0,0,4,3130,0,1981,0
1740,7500,0,0,4,1220,520,1976,1992
3290,5414,0,1,3,2360,930,2006,0
1770,5720,0,0,4,1140,630,1926,1993
2960,5054,0,0,3,2960,0,2006,0
1200,4880,0,0,3,980,220,1943,2002
2400,6000,0,0,3,2400,0,1913,1945
2690,6164,0,0,3,2690,0,2002,0
3550,11780,0,0,4,2960,590,1948,0
1310,12196,0,0,3,1310,0,1970,2014
2610,4160,0,0,5,1910,700,1910,0
2760,8015,0,0,4,1600,1160,1960,2001
1410,7998,0,0,4,1410,0,1940,2001
1960,7950,0,0,4,1960,0,1967,0
1212,1174,0,0,3,1212,0,2004,2003
2220,9496,0,0,4,1490,730,1954,1979
2040,109336,0,0,4,2040,0,1973,0
2800,19168,0,0,3,2800,0,1992,0
2040,6000,0,0,3,1340,700,1957,2000
3070,34412,0,3,4,2070,1000,1950,1983
830,26329,1,3,4,830,0,1928,0
4140,7089,0,0,3,3160,980,2003,0
2340,4500,0,0,3,2340,0,2009,0
1420,1282,0,0,3,1420,0,2006,0
2670,3738,0,0,3,1720,950,2013,1923
1880,6008,0,0,3,1880,0,2009,0
3450,6184,0,0,3,3450,0,2014,0
1200,1400,0,0,3,1200,0,2005,0
3430,9870,0,0,3,3430,0,2014,0
1350,1186,0,0,3,1120,230,2007,0
2570,9962,0,0,3,2570,0,2006,0
2840,4637,0,0,3,2840,0,2008,0
2650,5600,0,0,3,2650,0,2014,0
1980,2674,0,0,3,1980,0,2007,0
1280,7524,0,0,4,1280,0,1988,0
2610,7091,0,0,3,2610,0,1987,2000
3010,12611,0,0,3,3010,0,1994,0
930,7129,0,0,3,930,0,1948,1994
1180,7000,0,0,4,1180,0,1977,0
1710,9100,0,0,4,1320,390,1926,1993
1380,7476,0,0,3,1380,0,1989,0
1190,7280,0,0,4,1190,0,1968,0
1870,5909,0,0,3,1270,600,1986,0
3130,4797,0,0,3,2570,560,2014,0
900,5100,0,0,4,900,0,1909,1989
1880,7400,0,0,3,1480,400,1968,1997
3010,4887,0,3,4,1940,1070,1951,1996
2280,5750,0,1,4,1150,1130,1985,0
2970,21907,0,0,3,2970,0,1998,2006
1620,3196,0,0,3,1620,0,2008,0
1550,3000,0,0,3,1350,200,1918,0
2240,78225,0,0,5,2240,0,1976,0
2830,6536,0,0,3,2830,0,1989,0
2890,21780,0,0,3,2890,0,2000,0
1990,5948,0,0,3,1990,0,1991,0
1370,8719,0,0,3,1370,0,1982,0
1088,1360,0,0,3,1088,0,1983,2009
1740,9344,0,0,3,1180,560,1978,0
1730,9000,0,0,3,1370,360,1978,0
1800,8100,0,0,3,1800,0,1998,2006
1440,12888,0,2,3,1090,350,1958,2004
1720,2800,0,0,4,1200,520,1926,1993
2800,7350,0,0,3,2800,0,1995,0
2300,6009,0,0,3,2300,0,2005,0
2030,11585,0,0,4,1590,440,1967,0
740,6180,0,0,3,740,0,1948,1994
9640,13068,1,4,3,4820,4820,1983,2009
1920,13787,0,0,4,1220,700,1966,0
2490,12929,0,0,3,2490,0,1983,2009
1380,4800,0,0,3,1380,0,1948,1994
1530,9406,0,0,3,1270,260,1993,0
2420,1923,0,2,3,1840,580,2006,0
2150,37647,0,0,3,2150,0,1991,0
1610,9600,0,0,5,1610,0,1967,0
2650,3060,0,0,3,2060,590,2001,0
2700,35362,0,0,5,2700,0,1976,0
1270,20700,0,0,2,1150,120,1948,0
3150,38865,0,0,3,2480,670,1986,0
2010,10760,0,0,3,2010,0,1985,0
860,5060,0,0,3,860,0,1927,2011
1410,7466,0,0,3,1410,0,1983,2009
1700,7532,0,0,3,1700,0,1987,2000
2570,6251,0,0,3,2570,0,2000,0
1230,932,0,0,3,1020,210,2004,2003
4170,9748,0,0,3,4170,0,2004,2003
1180,1262,0,0,3,1180,0,2010,0
1430,7347,0,0,3,820,610,1980,0
1450,8400,0,0,4,1450,0,1962,0
2180,7700,0,0,3,1480,700,1961,2004
2210,7079,0,0,3,2210,0,1993,0
1480,7276,0,0,4,940,540,1978,2000
2340,3477,0,1,5,1170,1170,1971,0
3860,18334,0,0,3,3120,740,1996,0
2300,4637,0,0,3,2300,0,2008,0
1450,7375,0,0,3,1010,440,1968,1997
1380,953,0,0,3,1380,0,2006,0
2470,3811,0,0,3,2470,0,1999,0
2030,18295,0,0,4,2030,0,1975,0
1440,13300,0,0,3,1440,0,1948,1994
1160,6134,0,0,3,1160,0,1998,2006
1580,3840,0,0,3,1580,0,1908,1988
1430,1425,0,0,3,995,435,2006,0
1494,19271,1,4,3,1494,0,1943,1997
1930,7207,0,0,4,1360,570,1988,0
2740,6360,0,3,3,1370,1370,1953,0
1880,3800,0,0,5,1030,850,1927,0
2590,7720,0,0,3,2590,0,1988,2000
2140,11266,0,0,3,2140,0,1986,0
1870,6000,0,0,3,1870,0,1956,2001
1230,3800,0,0,3,1230,0,1928,1954
2340,6896,0,0,3,2340,0,2001,0
2880,7599,0,2,3,1710,1170,1958,2002
880,6600,0,0,5,880,0,1945,0
3040,7232,0,0,3,3040,0,2003,0
1120,7104,0,0,3,1120,0,1946,0
1380,3600,0,0,3,1380,0,2013,1923
1660,9760,0,0,3,1660,0,1994,0
2500,5568,0,0,5,2500,0,1905,0
2940,10382,0,0,4,2940,0,1991,0
1670,3315,0,0,3,1670,0,2005,0
2630,7505,0,0,3,2630,0,1994,0
2250,7412,0,0,4,1480,770,1975,0
1320,7000,0,0,4,1320,0,1967,0
4100,22798,0,3,5,2540,1560,1934,1979
4340,4947,0,3,3,3060,1280,1993,0
3700,20570,0,0,4,1850,1850,1976,1992
2700,10875,0,0,4,1540,1160,1962,0
980,7200,0,0,4,980,0,1950,1983
2650,11520,0,0,3,2110,540,1988,2000
3670,4000,0,1,3,2800,870,1964,2000
2960,12420,0,2,4,1480,1480,1952,0
3070,7201,0,0,3,3070,0,2006,0
1413,3600,0,0,3,1413,0,2011,0
1260,1347,0,0,3,1260,0,2005,0
1680,2229,0,0,3,1680,0,2007,0
1230,1238,0,0,3,1080,150,2009,0
4360,6240,0,3,3,2960,1400,2008,0
4420,16526,0,0,3,4420,0,2013,1923
2770,6278,0,0,3,1980,790,2006,0
2910,10204,0,0,3,2910,0,1990,2009
4290,12103,0,3,3,2690,1600,1997,0
1600,26977,0,0,3,1600,0,2005,0
1820,6753,0,0,3,1820,0,1994,0
6050,230652,0,3,3,6050,0,2001,0
1700,8432,0,0,3,1230,470,1977,2004
790,11234,0,0,4,790,0,1942,1982
1720,9000,0,0,4,1320,400,1969,0
990,10723,0,0,5,990,0,1960,0
1770,9011,0,0,5,1050,720,1983,0
1260,8092,0,0,3,1260,0,1986,0
3640,10576,0,0,3,3640,0,1999,0
2040,6000,0,0,5,1120,920,1958,0
1980,10800,0,0,5,990,990,1948,1985
3600,17300,0,0,4,2410,1190,1968,0
4270,43386,0,0,3,2680,1590,1991,0
2030,9600,0,0,3,1430,600,1947,2012
1689,1388,0,0,3,1689,0,2008,0
2870,4461,0,0,3,1650,1220,1976,0
1270,4800,0,0,3,1270,0,1952,2014
2790,7938,0,0,3,2790,0,1997,0
3850,16249,0,2,3,3030,820,2002,0
1560,9361,0,0,4,1360,200,1936,0
1180,4080,0,0,4,760,420,1928,0
1820,8118,0,0,4,1080,740,1980,0
1260,4500,0,0,3,1260,0,1926,2003
2640,6715,0,0,3,1680,960,1991,0
1100,4200,0,0,3,1100,0,1954,2005
1950,6871,0,0,3,1950,0,1997,0
1380,8682,0,0,4,1380,0,1966,0
2200,7000,0,0,4,1280,920,1977,0
2050,7100,0,0,3,1050,1000,1963,2008
2795,15101,0,0,3,2795,0,1996,0
2050,34222,0,0,4,2050,0,1989,0
6430,27517,0,0,3,6430,0,2001,0
2150,7171,0,0,4,1460,690,1970,0
1970,8200,0,0,5,1420,550,1963,0
2660,12672,0,0,4,1740,920,1960,2001
720,4800,0,0,3,720,0,1914,1996
2410,4780,0,0,3,2410,0,2000,0
2020,5500,0,3,3,1790,230,1937,1999
1080,9435,0,0,3,1080,0,1958,2004
1180,14292,0,0,3,1180,0,1981,2013
660,5000,0,0,3,660,0,1915,0
2920,9370,0,0,4,1620,1300,1981,0
4850,12445,1,4,5,3850,1000,1989,0
1080,8580,0,0,3,1080,0,1900,2005
1670,6900,0,0,3,1170,500,1978,0
1370,5080,0,0,3,1120,250,1931,0
3450,28324,0,0,5,2350,1100,1972,0
1970,10500,0,0,3,1820,150,1961,2004
2290,6738,0,0,3,2290,0,1996,0
2240,7543,0,0,3,1140,1100,1966,1963
1240,6400,0,1,4,1060,180,1938,0
2420,43177,0,4,4,1690,730,1989,0
3260,58806,0,0,4,3260,0,1969,0
670,10920,0,0,3,670,0,1942,1999
3160,10000,0,0,4,3160,0,1980,0
1990,6350,0,0,3,1990,0,1967,2011
4680,9700,0,0,3,3360,1320,2005,0
1700,3575,0,0,3,1700,0,2000,0
2807,9430,0,0,3,2807,0,1996,0
1770,9375,0,0,4,1170,600,1968,0
2570,9000,0,0,4,1590,980,1979,0
3450,16200,0,0,3,3450,0,1983,2009
1670,7700,0,0,3,1170,500,1972,2002
1050,6150,0,0,4,950,100,1928,0
1910,7683,0,0,3,1910,0,1987,2000
910,7700,0,0,4,910,0,1971,0
2480,12070,0,0,3,2480,0,1978,0
1820,8867,0,0,3,1820,0,1921,2000
2920,7700,0,0,3,2920,0,2003,0
1870,11411,0,0,4,1170,700,1961,2001
3810,9792,0,0,3,3810,0,1938,2013
2190,4080,0,0,3,1800,390,1918,0
1730,6368,0,0,3,1730,0,1993,0
2220,9360,0,0,4,1110,1110,1968,0
1320,8114,0,0,3,1320,0,1951,1994
1510,4800,0,2,3,860,650,1925,2011
2120,4080,0,0,3,2120,0,2003,0
1690,4500,0,0,3,1690,0,2004,2003
1360,1419,0,0,3,1040,320,2007,0
3250,5000,0,0,3,3250,0,2008,0
1490,1294,0,0,3,1220,270,2010,0
1930,6360,0,0,3,1930,0,2013,1923
2020,5501,0,0,3,2020,0,2010,0
1584,2800,0,0,3,1584,0,2012,1912
3170,8523,0,0,3,3170,0,2008,0
3870,10046,0,0,3,3870,0,2005,0
1430,923,0,0,3,1410,20,2008,0
1380,1120,0,0,3,1380,0,2008,0
2610,4595,0,0,3,2610,0,2008,0
1540,1428,0,0,3,1540,0,2013,1923
1940,9000,0,0,4,970,970,1948,0
2160,3000,0,0,3,1260,900,1909,2011
1530,8750,0,0,4,1530,0,1968,0
1440,7210,0,0,3,1440,0,1983,2009
2640,8625,0,0,3,2640,0,1987,2000
3620,5131,0,3,4,2350,1270,1927,0
2850,4650,0,0,3,2850,0,2004,2003
1260,4377,0,0,4,1260,0,1947,1988
1610,11200,0,0,3,1610,0,1955,2005
1360,5980,0,0,3,1360,0,1945,2008
2496,8058,0,0,3,2496,0,1998,2006
2160,9593,0,0,3,2160,0,1969,2010
1320,3625,0,0,3,1320,0,1900,2005
2540,7089,0,0,3,2540,0,2004,2003
2620,18362,0,0,4,1870,750,1956,0
1140,8340,0,0,3,1140,0,1960,2012
1790,42399,0,0,4,1790,0,1990,0
2440,3600,0,0,4,2440,0,1902,0
2140,7200,0,0,4,1480,660,1966,0
1330,5412,0,0,5,1330,0,1905,0
2590,7910,0,0,3,2590,0,2001,0
4750,13912,0,2,3,3600,1150,2005,0
1620,9205,0,0,5,850,770,1921,0
2440,34290,0,0,3,2440,0,1987,2000
2020,10744,0,0,5,1270,750,1954,0
1470,7200,0,0,4,1470,0,1907,0
5990,10450,1,4,3,4050,1940,2002,0
2520,9324,0,0,4,1320,1200,1962,0
1440,4225,0,0,3,1440,0,2005,0
1640,7350,0,0,3,1140,500,1984,0
2150,20181,0,0,3,1090,1060,1963,2008
1570,8210,0,0,4,1150,420,1952,0
1980,10350,0,0,4,1430,550,1968,0
1210,4731,0,0,3,1210,0,1901,0
1900,3000,0,0,5,1070,830,1903,0
1940,219527,0,0,3,1940,0,1991,0
1310,8065,0,0,4,1310,0,1948,0
990,39964,0,0,2,990,0,1945,0
3870,3819,0,0,3,2760,1110,2002,0
1340,4320,0,0,3,920,420,1912,1993
2160,5600,0,0,5,1080,1080,1947,0
2080,13510,0,0,3,1040,1040,1950,2005
1300,11374,0,0,5,1300,0,1933,0
2610,8031,0,0,3,2610,0,1998,2006
1050,8498,0,0,4,1050,0,1959,0
2480,6112,0,0,3,2480,0,2004,2003
1820,8255,0,0,4,1320,500,1930,0
1170,8740,0,0,4,1170,0,1968,0
2370,6000,0,2,3,1440,930,1959,1989
3090,7415,0,0,3,3090,0,2014,0
2310,11200,0,0,4,1630,680,1978,2000
2060,10358,0,0,4,1320,740,1962,0
2540,237402,0,0,3,2540,0,2007,0
2400,7693,0,0,3,2400,0,2003,0
1320,8450,0,0,3,880,440,1961,2004
790,6600,0,0,3,790,0,1949,1998
1790,14690,0,1,4,1670,120,1960,2001
1820,7326,0,0,3,1820,0,1983,2009
1670,3000,0,0,5,900,770,1911,1984
3990,9938,0,0,3,3990,0,2001,0
1430,6000,0,0,5,1430,0,1945,0
2030,103672,0,0,4,2030,0,1969,0
1290,3060,0,0,4,1290,0,1906,1990
3820,13224,0,0,3,3280,540,1990,2009
2520,3360,0,0,4,1550,970,1931,0
3880,13000,0,0,3,3880,0,1972,2003
1590,5136,0,3,3,1320,270,1927,2011
3530,9385,0,0,3,3530,0,1925,2002
1610,4611,0,0,3,1610,0,1996,0
3280,209088,0,0,3,3280,0,1994,0
1860,15681,0,0,4,1860,0,1971,0
1840,5000,0,0,4,920,920,1910,0
2120,7201,0,0,3,2120,0,2003,0
2270,9247,0,0,5,1500,770,1972,0
2840,48716,0,3,3,1870,970,1994,0
1220,9600,0,0,3,1220,0,1980,0
2310,4079,0,0,3,2310,0,2008,0
1840,7300,0,0,3,1840,0,1966,1963
950,1110,0,0,3,950,0,2003,0
3070,8400,0,0,4,3070,0,1970,0
1730,38884,0,0,3,1730,0,1997,0
920,8341,0,0,3,920,0,1939,1969
3200,6699,0,0,3,3200,0,2004,2003
3010,15992,0,0,3,3010,0,1996,0
1600,10240,0,0,3,1090,510,1979,2014
2840,11044,0,0,3,2840,0,2001,0
2430,10500,0,1,3,2430,0,1989,0
1750,11461,0,0,4,1750,0,1976,1992
1240,949,0,0,3,1240,0,2008,0
1530,1612,0,0,3,1530,0,2006,0
3390,10078,0,0,3,3040,350,2012,1912
2320,6775,0,0,3,2320,0,2008,0
2650,6884,0,0,3,2650,0,2012,1912
2238,7209,0,0,3,2238,0,2011,0
2620,7553,0,0,3,2620,0,1996,0
1910,7280,0,0,3,1160,750,1979,2014
3040,6587,0,0,3,3040,0,2003,0
4640,15235,0,1,3,2860,1780,1965,2003
1500,4000,0,0,3,900,600,1925,2002
380,15000,0,0,3,380,0,1963,2008
2970,14486,0,0,3,2340,630,1997,0
3030,9273,0,0,5,3030,0,1988,0
1890,12236,0,0,3,1230,660,1978,0
1040,3600,0,0,4,1040,0,1919,1980
2090,10306,0,0,3,2090,0,1986,0
1680,5756,0,0,4,1680,0,1910,0
2770,7781,0,0,3,2770,0,2006,0
1020,5130,0,0,4,1020,0,1948,0
1470,4653,0,0,4,1470,0,1985,0
1430,3480,0,0,3,980,450,1947,2012
2050,10920,0,3,3,1450,600,1974,0
2080,5500,0,0,3,1040,1040,1941,1994
2870,8170,0,0,3,2250,620,1995,0
3940,27591,0,3,3,3440,500,2000,0
1520,4288,0,0,3,1020,500,1949,1998
1700,14133,0,1,4,1700,0,1954,1979
1940,11612,0,0,4,1100,840,1981,0
2870,5453,0,1,4,2220,650,1926,1993
3240,8338,0,0,3,3240,0,2001,0
1150,7156,0,0,4,1150,0,1953,1983
1440,28516,0,0,4,1440,0,1975,0
2200,4080,0,0,5,1420,780,1916,0
1470,8089,0,0,3,1470,0,1987,2000
1760,4400,0,0,4,880,880,1930,0
1780,8085,0,0,3,1210,570,1976,0
2450,21000,0,2,4,1650,800,1954,1979
1890,1710,0,0,3,1640,250,1999,0
2540,5612,0,0,3,2540,0,1999,0
1360,6000,0,0,3,1360,0,1917,2009
1310,2841,0,0,3,1310,0,2004,2003
1510,7884,0,0,3,1510,0,1942,2014
1860,60960,0,0,4,1140,720,1967,0
2200,7700,0,0,3,1100,1100,1979,2014
3360,11548,0,0,3,3360,0,1988,2000
2470,10125,0,0,3,2470,0,1960,2012
1260,3960,0,0,3,690,570,1925,2002
1430,10005,0,0,4,1430,0,1950,1983
1230,7420,0,0,5,1230,0,1913,0
2320,11717,0,0,3,2320,0,1997,0
3290,6628,0,0,3,3290,0,2003,0
2550,4770,0,0,3,2550,0,2005,0
1870,5013,0,0,3,1870,0,2003,0
3110,12429,0,0,3,1790,1320,1977,2004
1820,8085,0,0,3,1820,0,1983,2009
3050,18892,1,4,4,1650,1400,1962,0
1890,6302,0,0,3,1890,0,1997,0
800,16306,0,0,2,680,120,1931,0
6900,244716,0,0,4,4820,2080,2002,0
2670,189486,0,4,3,2670,0,1972,2002
3260,11700,0,0,3,1630,1630,1964,2000
860,6600,0,0,5,860,0,1949,0
3366,7800,0,2,3,2966,400,1937,1999
3840,4800,0,3,3,2750,1090,2008,0
3850,13551,0,2,3,3000,850,1998,2006
2040,8265,0,0,3,2040,0,1996,0
1790,10209,0,0,3,1290,500,1967,2011
3740,30884,0,0,3,3060,680,1988,2000
2660,4000,0,0,3,2170,490,2003,0
3230,17833,0,0,4,3230,0,1973,0
3140,10437,0,0,4,2040,1100,1959,0
5480,10800,0,3,4,4430,1050,1999,0
1160,3750,0,0,3,1160,0,1910,2006
1860,11227,0,0,3,1860,0,1995,0
1630,7626,0,0,5,1110,520,1990,0
1750,1879,0,0,3,1750,0,2001,0
1300,8160,0,0,4,1300,0,1960,2001
960,7314,0,0,5,960,0,1960,0
1850,7777,0,0,5,1850,0,1989,0
3260,4900,0,0,3,3260,0,2013,1923
2420,7927,0,0,4,1400,1020,1973,0
1460,10000,0,0,3,1460,0,2002,0
2240,8504,0,0,3,2240,0,1992,0
1240,27042,0,1,3,1000,240,1943,2002
2060,9552,0,0,4,1610,450,1975,0
2280,10319,0,0,3,1300,980,1959,1989
2510,6853,0,2,3,2510,0,2006,0
3150,7035,0,0,3,3150,0,2004,2003
2780,10192,0,0,4,2780,0,1978,2000
2380,4080,0,0,3,2380,0,1917,2009
2140,3000,0,0,3,2140,0,1905,2006
840,4239,0,0,3,840,0,1948,1994
2170,9665,0,0,4,1300,870,1976,1992
4410,36200,0,0,3,4410,0,1989,0
2120,11479,0,0,4,1060,1060,1940,2001
6630,13782,0,0,3,4930,1700,2004,2003
3290,22649,0,0,4,3290,0,1993,0
2290,7420,0,0,3,1290,1000,1973,2013
4910,43560,0,0,4,4000,910,1989,0
3730,8014,0,0,3,3730,0,2012,1912
2440,4800,0,0,3,2440,0,2014,0
2570,4600,0,0,3,2570,0,2014,0
2970,4400,0,0,3,2970,0,2014,0
2630,3149,0,0,3,1670,960,2013,1923
1530,1565,0,0,3,1280,250,2005,0
3690,8837,0,0,3,3690,0,2001,0
1230,1820,0,0,4,830,400,1948,0
2200,20000,0,1,3,1400,800,1952,2008
2330,8994,0,0,3,2330,0,1986,0
2160,6300,0,1,4,2160,0,1928,0
1550,9176,0,0,3,1000,550,1956,2001
1780,2788,0,0,4,890,890,1943,0
2610,5544,0,0,3,1680,930,1934,1978
3290,6830,0,0,3,3290,0,2000,0
1330,6000,0,0,4,960,370,1914,1945
3530,14406,0,1,3,2570,960,1987,2000
2090,6023,0,0,3,2090,0,1990,2009
2040,8400,0,0,3,1420,620,1963,2008
2370,10083,0,0,5,2370,0,1966,0
2810,10613,0,0,3,2810,0,1989,0
2050,40003,0,0,4,1570,480,1977,0
2870,5000,0,0,4,1840,1030,1907,0
2130,7300,0,0,4,1230,900,1963,0
2580,6260,0,0,3,2580,0,2004,2003
2380,13550,0,0,3,2380,0,1999,0
1940,25600,0,0,1,1940,0,1962,0
1610,17600,0,0,3,1610,0,1930,1983
2060,5750,0,0,3,1330,730,1976,0
1010,3000,0,0,4,1010,0,1925,1968
2810,11120,0,0,3,2810,0,1982,0
2380,11824,0,0,4,1450,930,1972,0
1060,7200,0,0,4,1060,0,1951,1999
1560,7207,0,0,3,1250,310,1983,2009
1500,8645,0,0,4,1500,0,1963,0
970,4560,0,0,4,970,0,1907,0
1170,11100,0,0,4,1170,0,1968,0
2280,7417,0,0,3,2280,0,1998,2006
2800,9569,0,2,3,1400,1400,1963,2008
1150,9360,0,0,3,1150,0,1970,2014
2180,7956,0,0,3,2180,0,1980,0
2520,7253,0,0,3,2520,0,1990,2009
1760,7482,0,0,4,1760,0,1966,0
1180,6552,0,0,4,1180,0,1949,1985
950,4625,0,0,4,950,0,1949,1985
1900,3255,0,0,3,1900,0,1988,2000
2300,6158,0,0,3,2300,0,1999,0
2660,8400,0,0,5,1550,1110,1962,0
1530,389126,0,0,4,1530,0,1919,1985
1850,5040,0,0,3,1230,620,1930,2013
4230,20377,0,0,3,4230,0,1997,0
1200,5029,0,0,3,880,320,1937,1999
2270,5102,0,0,5,1340,930,1954,0
1090,9600,0,0,4,1090,0,1968,0
1100,750,0,0,3,780,320,2008,0
1640,1269,0,0,3,1640,0,2009,0
1950,8625,0,0,3,1360,590,1959,1989
1660,10150,0,0,3,1660,0,1957,2000
880,9238,0,0,5,880,0,1946,0
1500,1375,0,0,3,1200,300,2014,0
1890,1599,0,0,3,1430,460,2012,1912
1150,5100,0,0,3,1150,0,1911,2005
2430,15264,0,0,3,2430,0,1997,0
2110,7208,0,0,3,1170,940,1975,0
2950,12196,0,0,4,2310,640,1918,1974
1650,2958,0,0,3,1650,0,1985,0
2110,11319,0,0,4,2110,0,1978,2000
2010,19000,0,0,4,2010,0,1975,0
3030,29163,0,0,3,3030,0,1998,2006
1270,8400,0,0,3,1270,0,1955,2005
1610,8613,0,0,5,1610,0,1962,0
1140,4200,0,0,4,1140,0,1904,0
2110,4118,0,0,3,2110,0,1989,0
1840,8086,0,0,4,1840,0,1964,0
1560,5223,0,0,4,810,750,1940,2001
1840,7412,0,0,4,1240,600,1976,1992
1830,7345,0,0,4,1540,290,1973,0
2120,7420,0,0,4,1060,1060,1956,0
1600,10280,0,0,3,1050,550,1977,2004
1450,8891,0,0,3,1180,270,1962,2003
1880,12821,0,0,3,1880,0,1959,1989
1270,8100,0,0,3,880,390,1950,2005
1720,6417,0,0,3,1720,0,1953,0
2400,7351,0,0,3,2400,0,1990,2009
1150,8145,0,0,4,990,160,1932,1958
870,11100,0,0,3,870,0,1940,1996
2000,37045,0,0,3,2000,0,1989,0
2420,38781,0,0,5,1210,1210,1949,0
1080,6000,0,0,4,1080,0,1952,0
3420,30410,0,0,3,3420,0,1988,2000
1870,7471,0,0,3,1870,0,1990,2009
2500,206474,0,0,3,2500,0,1997,0
2150,8221,0,0,3,2150,0,1992,0
1470,2500,0,0,3,1080,390,1984,0
2130,4180,0,0,5,1270,860,1926,0
1000,19204,0,0,3,1000,0,1968,2010
2390,7149,0,0,3,1350,1040,1955,2005
860,2599,0,0,4,860,0,1901,0
1960,12476,0,0,4,1960,0,1989,0
2000,6107,0,0,3,2000,0,2003,0
1620,9450,0,0,3,1620,0,1928,1954
2890,8122,0,0,3,1630,1260,1977,2004
1300,12731,0,0,3,1300,0,1981,2013
1080,3500,0,3,3,1080,0,1924,2011
2170,8518,0,3,3,1350,820,1955,2005
2260,10153,0,0,3,2260,0,1987,2000
1580,8820,0,0,4,1580,0,1967,0
2620,4469,0,0,3,2620,0,2008,0
1540,1860,0,0,3,1540,0,2014,0
4570,74487,0,4,5,4570,0,1948,1985
3440,7661,0,0,3,3440,0,2006,0
